Customer_ID,Arrival_Time,Transaction_Type,Priority,Teller_ID,Teller_Specialization,Teller_Efficiency,Service_Time,Wait_Time,Queue_Length_At_Arrival
C02811,2025-12-04 21:19:00,Withdrawal,Regular,T05,General,0.92,3,0,1
C02812,2025-12-04 21:22:00,Deposit,Regular,T03,General,0.9,6,45,1
C02813,2025-12-04 21:29:00,Deposit,Regular,T03,General,0.9,3,44,1
C02814,2025-12-04 21:29:00,Deposit,Regular,T01,General,0.95,5,0,1
C02815,2025-12-04 21:32:00,Withdrawal,Regular,T03,General,0.9,4,44,2
C02816,2025-12-04 21:39:00,New Account,Regular,T03,General,0.9,31,41,1
C02817,2025-12-04 21:39:00,Utility Payment,Regular,T04,Loans,0.8,8,0,1
C02818,2025-12-04 21:44:00,Deposit,VIP,T01,General,0.95,3,0,2
C02819,2025-12-04 21:46:00,Deposit,Regular,T05,General,0.92,4,0,3
C02820,2025-12-04 21:48:00,Withdrawal,Regular,T01,General,0.95,4,0,2
C02821,2025-12-04 21:52:00,Withdrawal,Regular,T05,General,0.92,5,0,1
C02822,2025-12-04 21:54:00,New Account,Regular,T02,Accounts,0.85,28,0,2
C02823,2025-12-04 21:56:00,Deposit,Regular,T01,General,0.95,5,0,3
C02824,2025-12-04 22:01:00,Deposit,Regular,T03,General,0.9,4,50,2
C02825,2025-12-04 22:03:00,Deposit,Regular,T05,General,0.92,4,0,2
C02826,2025-12-04 22:05:00,Withdrawal,Regular,T05,General,0.92,3,2,3
C02827,2025-12-04 22:07:00,Deposit,Regular,T05,General,0.92,5,3,3
C02828,2025-12-04 22:11:00,Withdrawal,Regular,T05,General,0.92,4,4,3
C02829,2025-12-04 22:12:00,Utility Payment,Regular,T03,General,0.9,7,43,3
C02830,2025-12-04 22:14:00,Deposit,Senior,T03,General,0.9,4,48,3
C02831,2025-12-04 22:16:00,Withdrawal,Regular,T01,General,0.95,3,0,3
C02832,2025-12-04 22:20:00,Deposit,Regular,T01,General,0.95,4,0,2
C02833,2025-12-04 22:29:00,Withdrawal,Regular,T03,General,0.9,4,37,1
C02834,2025-12-04 22:33:00,Deposit,Regular,T01,General,0.95,4,0,1
C02835,2025-12-04 22:35:00,Deposit,Regular,T03,General,0.9,4,35,2
C02836,2025-12-04 22:36:00,Utility Payment,Regular,T05,General,0.92,7,0,2
C02837,2025-12-04 22:41:00,Utility Payment,Regular,T01,General,0.95,7,0,2
C02838,2025-12-04 22:42:00,Withdrawal,Senior,T03,General,0.9,6,32,3
C02839,2025-12-04 22:45:00,Deposit,Regular,T05,General,0.92,5,0,2
C02840,2025-12-04 22:48:00,Deposit,Regular,T05,General,0.92,4,2,2
C02841,2025-12-04 22:52:00,Deposit,VIP,T05,General,0.92,4,2,2
C02842,2025-12-04 22:55:00,Deposit,Regular,T03,General,0.9,3,25,2
C02843,2025-12-04 22:58:00,Utility Payment,Regular,T03,General,0.9,8,25,1
C02844,2025-12-04 23:00:00,Withdrawal,Regular,T04,Loans,0.8,2,0,1
C02845,2025-12-04 23:01:00,Utility Payment,Regular,T05,General,0.92,8,0,2
C02846,2025-12-04 23:05:00,Deposit,Regular,T05,General,0.92,5,4,2
C02847,2025-12-04 23:08:00,Deposit,Regular,T05,General,0.92,7,6,2
C02848,2025-12-04 23:13:00,Deposit,Regular,T04,Loans,0.8,5,0,2
C02849,2025-12-04 23:15:00,Deposit,Regular,T03,General,0.9,6,16,3
C02850,2025-12-04 23:20:00,Withdrawal,Regular,T01,General,0.95,3,0,2
C02851,2025-12-04 23:24:00,Utility Payment,Regular,T05,General,0.92,9,0,1
C02852,2025-12-04 23:26:00,New Account,Regular,T03,General,0.9,26,11,2
C02853,2025-12-04 23:29:00,Loan Inquiry,Regular,T03,General,0.9,20,34,2
C02854,2025-12-04 23:31:00,New Account,Regular,T02,Accounts,0.85,38,0,2
C02855,2025-12-04 23:33:00,Deposit,Regular,T05,General,0.92,7,0,2
C02856,2025-12-04 23:37:00,Withdrawal,Regular,T05,General,0.92,4,3,3
C02857,2025-12-04 23:40:00,Withdrawal,Regular,T03,General,0.9,3,43,3
C02858,2025-12-04 23:41:00,Utility Payment,Regular,T01,General,0.95,7,0,3
C02859,2025-12-04 23:43:00,Utility Payment,Regular,T05,General,0.92,5,1,4
C02860,2025-12-04 23:49:00,Deposit,Regular,T05,General,0.92,4,0,2
C02861,2025-12-04 23:50:00,Deposit,Senior,T01,General,0.95,5,0,3
C02862,2025-12-04 23:52:00,Utility Payment,Regular,T05,General,0.92,5,1,4
C02863,2025-12-04 23:56:00,Deposit,Senior,T01,General,0.95,4,0,3
C02864,2025-12-05 00:01:00,Withdrawal,Senior,T01,General,0.95,3,0,2
C02865,2025-12-05 00:02:00,Deposit,Regular,T05,General,0.92,4,0,3
C02866,2025-12-05 00:05:00,Withdrawal,Regular,T01,General,0.95,4,0,3
C02867,2025-12-05 00:06:00,New Account,Regular,T01,General,0.95,29,3,3
C02868,2025-12-05 00:08:00,Withdrawal,Regular,T03,General,0.9,4,18,3
C02869,2025-12-05 00:12:00,Withdrawal,Regular,T02,Accounts,0.85,6,0,2
C02870,2025-12-05 00:15:00,Withdrawal,Regular,T05,General,0.92,3,0,3
C02871,2025-12-05 00:20:00,New Account,Senior,T02,Accounts,0.85,31,0,2
C02872,2025-12-05 00:24:00,Deposit,Regular,T01,General,0.95,4,14,3
C02873,2025-12-05 00:25:00,Utility Payment,Regular,T05,General,0.92,8,0,3
C02874,2025-12-05 00:37:00,Deposit,Regular,T01,General,0.95,6,5,2
C02875,2025-12-05 00:43:00,Deposit,Regular,T01,General,0.95,5,5,2
C02876,2025-12-05 00:45:00,Withdrawal,Regular,T02,Accounts,0.85,5,6,2
C02877,2025-12-05 00:46:00,Loan Inquiry,Regular,T05,General,0.92,16,0,2
C02878,2025-12-05 00:49:00,Withdrawal,Regular,T03,General,0.9,3,0,3
C02879,2025-12-05 00:49:00,Deposit,Regular,T01,General,0.95,4,4,4
C02880,2025-12-05 00:51:00,Deposit,Regular,T05,General,0.92,4,11,4
C02881,2025-12-05 00:53:00,Deposit,Regular,T05,General,0.92,4,13,3
C02882,2025-12-05 00:56:00,Withdrawal,Regular,T05,General,0.92,4,14,2
C02883,2025-12-05 00:58:00,Deposit,VIP,T05,General,0.92,4,16,1
C02884,2025-12-05 01:00:00,Withdrawal,Regular,T03,General,0.9,3,0,1
C02885,2025-12-05 01:06:00,New Account,Regular,T04,Loans,0.8,32,0,1
C02886,2025-12-05 01:07:00,Withdrawal,Regular,T01,General,0.95,4,0,2
C02887,2025-12-05 01:10:00,New Account,Regular,T01,General,0.95,28,1,3
C02888,2025-12-05 01:13:00,New Account,Regular,T05,General,0.92,35,5,3
C02889,2025-12-05 01:16:00,Withdrawal,Regular,T01,General,0.95,2,23,3
C02890,2025-12-05 01:18:00,New Account,Regular,T01,General,0.95,28,23,3
C02891,2025-12-05 01:21:00,Deposit,Senior,T05,General,0.92,4,32,3
C02892,2025-12-05 01:25:00,Deposit,Regular,T03,General,0.9,3,0,3
C02893,2025-12-05 01:26:00,Utility Payment,Regular,T05,General,0.92,5,31,4
C02894,2025-12-05 01:29:00,Utility Payment,Regular,T03,General,0.9,8,0,3
C02895,2025-12-05 01:31:00,Deposit,Regular,T01,General,0.95,3,38,4
C02896,2025-12-05 01:37:00,Deposit,Regular,T05,General,0.92,4,25,3
C02897,2025-12-05 01:43:00,Utility Payment,Regular,T05,General,0.92,5,23,2
C02898,2025-12-05 01:46:00,Deposit,Regular,T05,General,0.92,4,25,2
C02899,2025-12-05 01:51:00,Loan Inquiry,Regular,T05,General,0.92,23,24,2
C02900,2025-12-05 01:55:00,Utility Payment,VIP,T01,General,0.95,6,17,2
C02901,2025-12-05 01:59:00,Deposit,Regular,T01,General,0.95,5,19,2
C02902,2025-12-05 01:59:00,Deposit,Regular,T01,General,0.95,5,24,2
C02903,2025-12-05 02:01:00,Withdrawal,Regular,T05,General,0.92,4,37,2
C02904,2025-12-05 02:02:00,Withdrawal,Regular,T01,General,0.95,4,26,2
C02905,2025-12-05 02:04:00,Withdrawal,Regular,T02,Accounts,0.85,5,0,2
C02906,2025-12-05 02:06:00,Withdrawal,Regular,T01,General,0.95,5,26,3
C02907,2025-12-05 02:08:00,Withdrawal,Regular,T05,General,0.92,4,34,3
C02908,2025-12-05 02:17:00,Deposit,Regular,T05,General,0.92,4,29,2
C02909,2025-12-05 02:18:00,Withdrawal,Regular,T03,General,0.9,4,0,2
C02910,2025-12-05 02:21:00,New Account,Regular,T03,General,0.9,28,1,3
C02911,2025-12-05 02:24:00,Utility Payment,Regular,T03,General,0.9,7,26,3
C02912,2025-12-05 02:25:00,Deposit,Regular,T03,General,0.9,3,32,3
C02913,2025-12-05 02:28:00,Deposit,Regular,T01,General,0.95,6,9,3
C02914,2025-12-05 02:31:00,Deposit,Regular,T03,General,0.9,6,29,3
C02915,2025-12-05 02:33:00,Deposit,Senior,T03,General,0.9,3,33,3
C02916,2025-12-05 02:36:00,Withdrawal,VIP,T03,General,0.9,3,33,3
C02917,2025-12-05 02:39:00,Withdrawal,Regular,T05,General,0.92,3,11,3
C02918,2025-12-05 02:41:00,Deposit,Regular,T01,General,0.95,4,2,3
C02919,2025-12-05 02:45:00,Deposit,Regular,T05,General,0.92,7,8,3
C02920,2025-12-05 02:47:00,Deposit,Regular,T01,General,0.95,6,0,2
C02921,2025-12-05 02:49:00,Withdrawal,Regular,T03,General,0.9,3,23,3
C02922,2025-12-05 02:53:00,Withdrawal,Regular,T05,General,0.92,4,7,2
C02923,2025-12-05 02:56:00,Loan Inquiry,Regular,T01,General,0.95,23,0,2
C02924,2025-12-05 03:00:00,New Account,Regular,T01,General,0.95,24,19,3
C02925,2025-12-05 03:04:00,Withdrawal,Regular,T01,General,0.95,5,39,2
C02926,2025-12-05 03:09:00,Deposit,Regular,T03,General,0.9,6,6,2
C02927,2025-12-05 03:11:00,Withdrawal,Regular,T03,General,0.9,3,10,2
C02928,2025-12-05 03:13:00,Deposit,Regular,T03,General,0.9,3,11,2
C02929,2025-12-05 03:17:00,Deposit,Regular,T05,General,0.92,5,0,2
C02930,2025-12-05 03:19:00,Withdrawal,Regular,T03,General,0.9,2,8,3
C02931,2025-12-05 03:20:00,Utility Payment,Regular,T01,General,0.95,4,28,3
C02932,2025-12-05 03:21:00,Deposit,Regular,T05,General,0.92,5,1,3
C02933,2025-12-05 03:23:00,Deposit,Regular,T01,General,0.95,4,29,3
C02934,2025-12-05 03:26:00,Deposit,Regular,T05,General,0.92,7,1,3
C02935,2025-12-05 03:27:00,Deposit,Regular,T01,General,0.95,4,29,3
C02936,2025-12-05 03:29:00,Deposit,Regular,T01,General,0.95,5,31,2
C02937,2025-12-05 03:33:00,Withdrawal,Regular,T03,General,0.9,4,0,2
C02938,2025-12-05 03:36:00,Withdrawal,Regular,T03,General,0.9,4,1,2
C02939,2025-12-05 03:40:00,Withdrawal,Regular,T05,General,0.92,3,0,2
C02940,2025-12-05 03:43:00,Withdrawal,Regular,T03,General,0.9,3,0,1
C02941,2025-12-05 03:43:00,Withdrawal,Regular,T05,General,0.92,4,0,2
C02942,2025-12-05 03:45:00,Deposit,Regular,T01,General,0.95,5,20,3
C02943,2025-12-05 03:45:00,Deposit,Regular,T05,General,0.92,3,2,3
C02944,2025-12-05 03:51:00,Utility Payment,Regular,T01,General,0.95,5,19,1
C02945,2025-12-05 03:56:00,Withdrawal,Regular,T01,General,0.95,2,19,1
C02946,2025-12-05 03:59:00,Deposit,Regular,T01,General,0.95,3,18,1
C02947,2025-12-05 04:05:00,Deposit,Senior,T05,General,0.92,5,0,1
C02948,2025-12-05 04:07:00,Deposit,VIP,T05,General,0.92,3,3,2
C02949,2025-12-05 04:12:00,Deposit,Regular,T04,Loans,0.8,6,0,2
C02950,2025-12-05 04:19:00,Withdrawal,Regular,T03,General,0.9,3,0,1
C02951,2025-12-05 04:21:00,Deposit,Regular,T01,General,0.95,5,0,1
C02952,2025-12-05 04:25:00,Deposit,Regular,T01,General,0.95,4,1,1
C02953,2025-12-05 04:27:00,Utility Payment,Regular,T03,General,0.9,7,0,1
C02954,2025-12-05 04:28:00,Withdrawal,Regular,T05,General,0.92,4,0,2
C02955,2025-12-05 04:29:00,Deposit,Regular,T05,General,0.92,4,3,3
C02956,2025-12-05 04:30:00,Deposit,Regular,T05,General,0.92,7,6,2
C02957,2025-12-05 04:34:00,Utility Payment,Regular,T01,General,0.95,5,0,1
C02958,2025-12-05 04:35:00,Deposit,Regular,T02,Accounts,0.85,5,0,2
C02959,2025-12-05 04:36:00,New Account,Regular,T03,General,0.9,24,0,3
C02960,2025-12-05 04:38:00,Loan Inquiry,Regular,T01,General,0.95,12,1,4
C02961,2025-12-05 04:39:00,Utility Payment,Regular,T01,General,0.95,4,12,4
C02962,2025-12-05 04:43:00,Withdrawal,VIP,T05,General,0.92,4,0,2
C02963,2025-12-05 04:44:00,Utility Payment,Regular,T02,Accounts,0.85,8,0,3
C02964,2025-12-05 04:46:00,Deposit,Regular,T04,Loans,0.8,6,0,4
C02965,2025-12-05 04:50:00,Utility Payment,Regular,T01,General,0.95,7,5,4
C02966,2025-12-05 04:54:00,New Account,VIP,T03,General,0.9,31,6,2
C02967,2025-12-05 05:01:00,Withdrawal,Regular,T01,General,0.95,4,1,2
C02968,2025-12-05 05:08:00,Deposit,Senior,T05,General,0.92,4,0,1
C02969,2025-12-05 05:09:00,Withdrawal,Regular,T01,General,0.95,4,0,2
C02970,2025-12-05 05:12:00,Deposit,Regular,T05,General,0.92,5,0,2
C02971,2025-12-05 05:13:00,Deposit,Senior,T03,General,0.9,6,18,2
C02972,2025-12-05 05:14:00,Deposit,Regular,T05,General,0.92,4,3,2
C02973,2025-12-05 05:16:00,Withdrawal,Regular,T05,General,0.92,4,5,2
C02974,2025-12-05 05:17:00,Deposit,Regular,T03,General,0.9,6,20,2
C02975,2025-12-05 05:22:00,Deposit,Regular,T04,Loans,0.8,6,0,2
C02976,2025-12-05 05:23:00,Deposit,Regular,T02,Accounts,0.85,5,0,3
C02977,2025-12-05 05:28:00,Deposit,Regular,T05,General,0.92,5,0,1
C02978,2025-12-05 05:31:00,Utility Payment,Regular,T05,General,0.92,8,2,2
C02979,2025-12-05 05:32:00,Withdrawal,Regular,T01,General,0.95,3,0,2
C02980,2025-12-05 05:33:00,Withdrawal,Regular,T05,General,0.92,4,8,3
C02981,2025-12-05 05:33:00,Withdrawal,Regular,T05,General,0.92,4,12,3
C02982,2025-12-05 05:36:00,Withdrawal,Regular,T03,General,0.9,3,7,2
C02983,2025-12-05 05:37:00,Withdrawal,Regular,T01,General,0.95,4,0,2
C02984,2025-12-05 05:38:00,New Account,VIP,T01,General,0.95,21,3,3
C02985,2025-12-05 05:43:00,Withdrawal,Regular,T03,General,0.9,6,3,3
C02986,2025-12-05 05:48:00,Deposit,Regular,T01,General,0.95,4,14,3
C02987,2025-12-05 05:54:00,Loan Inquiry,Regular,T01,General,0.95,15,12,1
C02988,2025-12-05 05:58:00,Deposit,Regular,T03,General,0.9,4,0,1
C02989,2025-12-05 06:05:00,Deposit,VIP,T05,General,0.92,5,0,1
C02990,2025-12-05 06:06:00,Deposit,Senior,T05,General,0.92,5,4,2
C02991,2025-12-05 06:10:00,Withdrawal,Regular,T05,General,0.92,4,5,2
C02992,2025-12-05 06:14:00,Withdrawal,Regular,T03,General,0.9,4,0,2
C02993,2025-12-05 06:18:00,Deposit,Regular,T03,General,0.9,6,0,2
C02994,2025-12-05 06:22:00,Withdrawal,Regular,T01,General,0.95,3,0,1
C02995,2025-12-05 06:25:00,Loan Inquiry,Regular,T03,General,0.9,14,0,0
C02996,2025-12-05 06:28:00,Withdrawal,Regular,T03,General,0.9,3,11,1
C02997,2025-12-05 06:33:00,Loan Inquiry,Regular,T05,General,0.92,17,0,1
C02998,2025-12-05 06:34:00,Deposit,Regular,T01,General,0.95,5,0,2
C02999,2025-12-05 06:37:00,Deposit,Regular,T03,General,0.9,3,5,3
C03000,2025-12-05 06:39:00,Deposit,Regular,T05,General,0.92,5,11,2
C03001,2025-12-05 06:43:00,Deposit,Regular,T03,General,0.9,6,2,2
C03002,2025-12-05 06:47:00,Deposit,Regular,T03,General,0.9,6,4,2
C03003,2025-12-05 06:49:00,Withdrawal,Regular,T02,Accounts,0.85,4,0,2
C03004,2025-12-05 06:51:00,Withdrawal,Regular,T05,General,0.92,3,4,3
C03005,2025-12-05 06:52:00,Withdrawal,Regular,T05,General,0.92,4,6,3
C03006,2025-12-05 06:53:00,Utility Payment,Regular,T05,General,0.92,8,9,2
C03007,2025-12-05 06:55:00,Deposit,Senior,T03,General,0.9,7,2,2
C03008,2025-12-05 06:55:00,Withdrawal,Regular,T01,General,0.95,4,0,2
C03009,2025-12-05 06:57:00,Deposit,Senior,T05,General,0.92,3,13,3
C03010,2025-12-05 07:04:00,Deposit,Regular,T03,General,0.9,4,0,1
C03011,2025-12-05 07:05:00,Deposit,Regular,T01,General,0.95,5,0,2
C03012,2025-12-05 07:08:00,Deposit,Senior,T05,General,0.92,5,5,2
C03013,2025-12-05 07:11:00,Withdrawal,Regular,T01,General,0.95,3,0,1
C03014,2025-12-05 07:15:00,Withdrawal,Regular,T01,General,0.95,2,0,1
C03015,2025-12-05 07:18:00,Withdrawal,Senior,T03,General,0.9,4,0,0
C03016,2025-12-05 07:24:00,Deposit,Regular,T02,Accounts,0.85,6,0,0
C03017,2025-12-05 07:27:00,Deposit,Regular,T03,General,0.9,6,0,1
C03018,2025-12-05 07:28:00,Utility Payment,Regular,T05,General,0.92,7,0,2
C03019,2025-12-05 07:31:00,Withdrawal,Regular,T05,General,0.92,3,4,2
C03020,2025-12-05 07:32:00,Deposit,Regular,T01,General,0.95,6,0,2
C03021,2025-12-05 07:34:00,Withdrawal,Regular,T05,General,0.92,3,4,2
C03022,2025-12-05 07:37:00,Deposit,Regular,T03,General,0.9,6,0,2
C03023,2025-12-05 07:38:00,Utility Payment,Regular,T03,General,0.9,7,5,2
C03024,2025-12-05 07:43:00,Withdrawal,Regular,T03,General,0.9,4,7,1
C03025,2025-12-05 07:44:00,Utility Payment,Regular,T01,General,0.95,8,0,1
C03026,2025-12-05 07:46:00,Deposit,Regular,T01,General,0.95,5,6,2
C03027,2025-12-05 07:47:00,Loan Inquiry,Regular,T01,General,0.95,17,10,2
C03028,2025-12-05 07:52:00,Deposit,Regular,T03,General,0.9,6,2,2
C03029,2025-12-05 07:54:00,Withdrawal,Regular,T03,General,0.9,3,6,2
C03030,2025-12-05 07:58:00,Loan Inquiry,Regular,T04,Loans,0.8,28,0,2
C03031,2025-12-05 08:01:00,Deposit,Regular,T03,General,0.9,6,2,3
C03032,2025-12-05 08:02:00,New Account,Regular,T01,General,0.95,24,12,3
C03033,2025-12-05 08:04:00,New Account,VIP,T02,Accounts,0.85,26,0,3
C03034,2025-12-05 08:08:00,Withdrawal,Regular,T01,General,0.95,3,30,4
C03035,2025-12-05 08:14:00,Withdrawal,Regular,T01,General,0.95,4,27,3
C03036,2025-12-05 08:15:00,Withdrawal,Regular,T03,General,0.9,4,0,3
C03037,2025-12-05 08:17:00,Deposit,Senior,T03,General,0.9,6,2,4
C03038,2025-12-05 08:20:00,Deposit,Regular,T05,General,0.92,4,0,4
C03039,2025-12-05 08:22:00,Utility Payment,Regular,T05,General,0.92,9,2,5
C03040,2025-12-05 08:24:00,Withdrawal,Regular,T05,General,0.92,4,9,5
C03041,2025-12-05 08:27:00,Deposit,Regular,T03,General,0.9,4,0,3
C03042,2025-12-05 08:32:00,Deposit,Regular,T01,General,0.95,4,13,2
C03043,2025-12-05 08:37:00,Deposit,Regular,T01,General,0.95,4,12,1
C03044,2025-12-05 08:38:00,Deposit,Regular,T01,General,0.95,5,15,1
C03045,2025-12-05 08:40:00,Deposit,Regular,T03,General,0.9,4,0,1
C03046,2025-12-05 08:44:00,Withdrawal,VIP,T05,General,0.92,3,0,1
C03047,2025-12-05 08:46:00,Deposit,Senior,T01,General,0.95,3,12,2
C03048,2025-12-05 08:48:00,Withdrawal,Regular,T05,General,0.92,4,0,1
C03049,2025-12-05 08:52:00,Deposit,Senior,T05,General,0.92,4,0,1
C03050,2025-12-05 08:53:00,Loan Inquiry,Regular,T04,Loans,0.8,22,0,2
C03051,2025-12-05 09:00:00,Utility Payment,Regular,T03,General,0.9,8,0,2
C03052,2025-12-05 09:04:00,Deposit,Regular,T01,General,0.95,5,0,2
C03053,2025-12-05 09:09:00,Utility Payment,Regular,T03,General,0.9,7,0,1
C03054,2025-12-05 09:12:00,Deposit,Regular,T03,General,0.9,6,4,2
C03055,2025-12-05 09:15:00,New Account,Regular,T05,General,0.92,25,0,1
C03056,2025-12-05 09:15:00,Loan Inquiry,Regular,T01,General,0.95,17,0,2
C03057,2025-12-05 09:17:00,Withdrawal,Regular,T05,General,0.92,4,23,3
C03058,2025-12-05 09:20:00,Deposit,Regular,T05,General,0.92,4,24,3
C03059,2025-12-05 09:21:00,Deposit,Regular,T01,General,0.95,4,11,3
C03060,2025-12-05 09:24:00,New Account,Regular,T05,General,0.92,35,24,2
C03061,2025-12-05 09:28:00,Deposit,Regular,T05,General,0.92,4,55,2
C03062,2025-12-05 09:31:00,Deposit,Regular,T01,General,0.95,4,5,2
C03063,2025-12-05 09:39:00,Deposit,Regular,T05,General,0.92,5,48,2
C03064,2025-12-05 09:40:00,Loan Inquiry,Regular,T05,General,0.92,21,52,1
C03065,2025-12-05 09:42:00,Deposit,Regular,T01,General,0.95,6,0,1
C03066,2025-12-05 09:46:00,Withdrawal,Regular,T01,General,0.95,4,2,2
C03067,2025-12-05 09:46:00,Deposit,Regular,T03,General,0.9,6,0,2
C03068,2025-12-05 09:50:00,Deposit,Regular,T03,General,0.9,6,2,3
C03069,2025-12-05 09:54:00,Loan Inquiry,Regular,T04,Loans,0.8,25,0,2
C03070,2025-12-05 10:00:00,Deposit,Regular,T03,General,0.9,6,0,2
C03071,2025-12-05 10:02:00,Deposit,Regular,T02,Accounts,0.85,4,0,3
C03072,2025-12-05 10:05:00,Deposit,Regular,T01,General,0.95,5,0,4
C03073,2025-12-05 10:07:00,Deposit,Regular,T02,Accounts,0.85,6,0,3
C03074,2025-12-05 10:07:00,Utility Payment,Regular,T03,General,0.9,8,0,4
C03075,2025-12-05 10:08:00,Deposit,Regular,T03,General,0.9,4,7,5
C03076,2025-12-05 10:12:00,New Account,Regular,T05,General,0.92,35,41,4
C03077,2025-12-05 10:16:00,Withdrawal,Regular,T03,General,0.9,4,3,3
C03078,2025-12-05 10:17:00,Deposit,Regular,T03,General,0.9,6,6,3
C03079,2025-12-05 10:19:00,Loan Inquiry,Regular,T01,General,0.95,19,0,2
C03080,2025-12-05 10:22:00,Deposit,Regular,T03,General,0.9,4,7,3
C03081,2025-12-05 10:28:00,Deposit,Regular,T03,General,0.9,4,5,3
C03082,2025-12-05 10:32:00,Utility Payment,Regular,T01,General,0.95,5,6,3
C03083,2025-12-05 10:37:00,Utility Payment,Regular,T05,General,0.92,5,51,2
C03084,2025-12-05 10:39:00,Loan Inquiry,Regular,T05,General,0.92,20,54,2
C03085,2025-12-05 10:42:00,Deposit,Regular,T05,General,0.92,5,71,2
C03086,2025-12-05 10:44:00,Withdrawal,Regular,T05,General,0.92,4,74,1
C03087,2025-12-05 10:45:00,Deposit,Regular,T01,General,0.95,4,0,1
C03088,2025-12-05 10:50:00,Deposit,Regular,T03,General,0.9,6,0,1
C03089,2025-12-05 10:51:00,Deposit,Senior,T01,General,0.95,3,0,2
C03090,2025-12-05 10:56:00,Deposit,Regular,T01,General,0.95,4,0,1
C03091,2025-12-05 11:00:00,Deposit,Regular,T03,General,0.9,4,0,1
C03092,2025-12-05 11:01:00,Withdrawal,Regular,T01,General,0.95,4,0,2
C03093,2025-12-05 11:05:00,Deposit,Regular,T03,General,0.9,4,0,1
C03094,2025-12-05 11:08:00,Withdrawal,Regular,T03,General,0.9,3,1,2
C03095,2025-12-05 11:11:00,Withdrawal,Regular,T05,General,0.92,3,51,2
C03096,2025-12-05 11:12:00,Deposit,Regular,T03,General,0.9,3,0,1
C03097,2025-12-05 11:14:00,Deposit,Regular,T03,General,0.9,6,1,2
C03098,2025-12-05 11:18:00,Deposit,Regular,T03,General,0.9,3,3,2
C03099,2025-12-05 11:20:00,Loan Inquiry,Regular,T04,Loans,0.8,24,0,2
C03100,2025-12-05 11:21:00,Utility Payment,Regular,T03,General,0.9,7,3,3
C03101,2025-12-05 11:24:00,Deposit,Regular,T05,General,0.92,3,41,3
C03102,2025-12-05 11:29:00,Deposit,Regular,T05,General,0.92,4,39,3
C03103,2025-12-05 11:30:00,Loan Inquiry,VIP,T03,General,0.9,21,1,3
C03104,2025-12-05 11:32:00,Deposit,VIP,T03,General,0.9,4,20,3
C03105,2025-12-05 11:35:00,Deposit,Senior,T03,General,0.9,6,21,3
C03106,2025-12-05 11:36:00,New Account,Regular,T02,Accounts,0.85,35,0,3
C03107,2025-12-05 11:39:00,Withdrawal,Regular,T04,Loans,0.8,5,5,4
C03108,2025-12-05 11:40:00,Withdrawal,Regular,T03,General,0.9,4,22,4
C03109,2025-12-05 11:43:00,Utility Payment,Regular,T01,General,0.95,6,0,4
C03110,2025-12-05 11:45:00,New Account,Regular,T05,General,0.92,35,27,5
C03111,2025-12-05 11:47:00,Withdrawal,Regular,T03,General,0.9,3,19,5
C03112,2025-12-05 11:50:00,Deposit,Regular,T03,General,0.9,6,19,3
C03113,2025-12-05 11:53:00,New Account,Regular,T05,General,0.92,32,54,3
C03114,2025-12-05 12:00:00,Deposit,Regular,T05,General,0.92,7,79,3
C03115,2025-12-05 12:03:00,Utility Payment,Regular,T01,General,0.95,6,0,3
C03116,2025-12-05 12:08:00,Loan Inquiry,Regular,T04,Loans,0.8,22,0,4
C03117,2025-12-05 12:10:00,Withdrawal,Regular,T03,General,0.9,4,5,4
C03118,2025-12-05 12:13:00,Deposit,Regular,T03,General,0.9,4,6,3
C03119,2025-12-05 12:15:00,Deposit,Regular,T03,General,0.9,3,8,3
C03120,2025-12-05 12:16:00,Deposit,Regular,T03,General,0.9,3,10,3
C03121,2025-12-05 12:18:00,New Account,Regular,T01,General,0.95,26,0,3
C03122,2025-12-05 12:19:00,Deposit,Regular,T05,General,0.92,3,67,4
C03123,2025-12-05 12:23:00,Withdrawal,Regular,T02,Accounts,0.85,4,0,4
C03124,2025-12-05 12:25:00,Utility Payment,Regular,T05,General,0.92,7,64,5
C03125,2025-12-05 12:27:00,Withdrawal,Regular,T05,General,0.92,3,69,4
C03126,2025-12-05 12:32:00,Deposit,Regular,T01,General,0.95,4,12,2
C03127,2025-12-05 12:35:00,Deposit,Regular,T05,General,0.92,5,64,2
C03128,2025-12-05 12:37:00,Deposit,Regular,T05,General,0.92,4,67,2
C03129,2025-12-05 12:39:00,Withdrawal,Regular,T01,General,0.95,4,9,2
C03130,2025-12-05 12:45:00,Deposit,Regular,T05,General,0.92,4,63,2
C03131,2025-12-05 12:46:00,Withdrawal,Regular,T03,General,0.9,3,0,2
C03132,2025-12-05 12:48:00,Deposit,Senior,T05,General,0.92,3,64,3
C03133,2025-12-05 12:49:00,Deposit,Regular,T02,Accounts,0.85,5,0,2
C03134,2025-12-05 12:55:00,Utility Payment,Regular,T03,General,0.9,8,0,1
C03135,2025-12-05 13:01:00,Deposit,Regular,T03,General,0.9,4,2,2
C03136,2025-12-05 13:04:00,New Account,Regular,T01,General,0.95,28,0,2
C03137,2025-12-05 13:09:00,Withdrawal,Regular,T03,General,0.9,4,0,2
C03138,2025-12-05 13:12:00,Withdrawal,Regular,T04,Loans,0.8,4,0,3
C03139,2025-12-05 13:16:00,Loan Inquiry,VIP,T02,Accounts,0.85,28,0,2
